         1         47
         2          1
         3         48
         4          2
         5          3
         6          4
         7         51
         8         50
         9          5
        10          6
        11          7
        12         49
        13         16
        14         54
        15         45
        16          8
        17          9
        18         10
        19         11
        20         12
        21         53
        22         13
        23         56
        24         55
        25         14
        26         17
        27         18
        32         46
        33         52
        34         30
        35         31
        36         32
        37         33
        38         34
        39         35
        40         38
        41         39
        42         40
        43         41
        44         42
        45         43
        46         44
        47         36
        48         37
