         1          1
         2          2
         3          3
         4          4
         5         12
         6         13
         7         14
         8         15
         9         16
        10         17
        11         18
        12         19
        13         20
        14         21
        15         22
        16         23
        17         24
        18         25
        19         26
        20         27
        21         28
        22         29
        23         30
        24         31
        25         32
        26         33
        27         34
        28         35
        29         36
        32         39
        33         40
        34         41
        38          5
        39          7
