         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         11
        12         12
        13         13
        14         14
        15         15
        23         16
        24         17
        25         18
        26         19
        27         20
        28         21
        29         22
        30         23
        31         24
        32         25
        33         26
        42         28
