         1          1
         2          2
         3          3
         4          4
         5         36
         7         37
        12          5
        13          6
        14          7
        15          8
        16          9
        17         41
        18         10
        19         11
        20         12
        21         13
        22         14
        23         15
        24         16
        25         17
        26         18
        27         19
        28         20
        30         21
        31         22
        32         23
        33         24
        34         25
        35         26
        36         27
        39         30
        40         31
        41         32
