         1          1
         2          2
         3         20
         4          3
         5          4
         6          5
         7          6
         8          7
         9          8
        10          9
        11         10
        12         11
        13         12
        14         13
        15         25
        16         14
        17         15
        18         16
        19         17
        20         18
        24         32
        25         33
        26         34
        27         35
        28         36
        29         37
        30         38
        31         39
        32         40
        33         41
        34         42
        35         43
