         1          7
         2          8
         3         20
         4          4
         5          5
         6          2
         7          1
         8          6
         9         11
        10          3
        11          9
        12         10
        13         12
        14         13
        15         23
        16         15
        17         14
        18         16
        19         17
        20         18
        24         30
        25         31
        26         32
        27         33
        28         34
        29         35
        30         36
        31         37
        32         38
        33         39
        34         40
        35         41
