         1          2
         2          4
         3          5
         4          6
         5          9
         6         10
         7         11
         8         16
         9         17
        10         18
        11         19
        12         20
        13         22
        14         25
        16         13
        17         26
        18         27
        23         34
        24         35
        25         36
        26         37
        27         38
        28         39
        29         47
        30         48
        31         40
        32         41
        33         42
        34         43
        35         44
        36         45
        37         46
        38         15
        39         32
        40          1
        41          3
        42         12
        43          8
        44          7
        45         33
        46         21
        47         14
        48         24
        49         23
