         1          7
         2         12
         3          4
         4          3
         5         10
         6          5
         7          2
         8          1
         9          6
        10          8
        11          9
        12         11
        13         13
        14         17
        15         18
        16         14
        17         15
        18         16
        20         20
        21         21
        22         22
        24         27
        25         28
        30         25
        31         24
        32         26
        33         34
        34         38
        35         39
        36         40
        37         41
        38         42
        39         43
        40         44
        41         45
        42         46
        43         47
        44         48
        45         49
