         1          3
         2          2
         3          1
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         11
        12         12
        13         13
        14         14
        15         15
        16         16
        17         23
        18         24
        19         25
        20         26
        21         27
        22         28
        23         29
        24         30
        25         31
        26         32
        27         33
        28         41
        31         35
