         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         11
        12         12
        13         13
        14         14
        15         15
        16         16
        17         17
        18         18
        19         19
        20         20
        21         21
        22         23
        23         25
        24         27
        26         29
        28         31
        29         32
        30         33
        31         34
        32         35
        33         36
        34         37
        35         38
        36         39
        37         40
        38         41
        39         42
        40         43
        41         44
        42         22
        43         26
        44         45
