         1         50
         2          1
         3         51
         4          2
         5          3
         6          4
         7         54
         8         53
         9          5
        10          6
        11          7
        12         52
        13         18
        14         57
        15         48
        16          8
        17          9
        18         10
        19         11
        20         12
        21         56
        22         13
        23         59
        24         58
        25         14
        28         25
        32         49
        33         55
        34         33
        35         34
        36         35
        37         36
        38         37
        39         38
        40         41
        41         42
        42         43
        43         44
        44         45
        45         46
        46         47
        47         39
        48         40
