         1         10
         2          6
         3         11
         4          9
         5          8
         6          1
         7          2
         8         12
         9          3
        10          4
        11          5
        12          7
        13         13
        14         26
        15         25
        16         24
        17         22
        18         23
        20         14
        21         16
        22         15
        23         28
        24         32
        25         33
        27         29
        28         30
        29         31
        30         35
        31         36
        32         37
        33         38
        34         39
        35         40
        36         41
        37         42
        38         43
        39         44
        40         45
        41         46
