         1          2
         2          4
         3          5
         4          6
         5          9
         6         10
         7         11
         8         13
         9         16
        10         17
        11         18
        12         19
        13         20
        14         22
        15         25
        16         26
        17         27
        18         28
        20         34
        21         35
        22         36
        23         37
        24         38
        25         39
        26         47
        27         48
        28         40
        29         41
        30         42
        31         43
        32         44
        33         45
        34         46
        35         15
        36         32
        37          1
        38          3
        39         12
        40          8
        41          7
        42         33
        43         21
        45         24
        46         23
