         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         11
        12         12
        13         13
        14         14
        15         15
        16         16
        17         17
        18         18
        19         19
        20         45
        22         46
        23         44
        30         20
        31         21
        32         22
        33         23
        34         24
        35         25
        36         26
        37         27
        38         28
        39         29
        40         30
        41         31
        42         32
        44         34
        45         35
        46         36
        47         37
        48         38
        49         47
        50         49
        56         39
        57         40
        58         41
        59         42
        60         43
