         1          6
         2          5
         3          9
         4          8
         5         10
         6          2
         7          7
         8          1
         9         15
        10         12
        11         13
        12         14
        13         11
        14         29
        15         25
        16         22
        17         23
        18         24
        20          3
        21          4
        23         16
        27         31
        28         32
        29         33
        30         17
        31         27
        32         28
        34         35
        35         36
        36         37
        37         38
        38         39
        39         40
        40         41
        41         42
        42         43
        43         44
        44         45
        45         46
