         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8         16
         9          8
        10          9
        11         10
        12         11
        13         12
        14         13
        15         14
        16         17
        17         18
        20         28
        21         29
        22         30
        23         31
        24         32
        25         33
        26         34
        27         35
        28         36
        29         37
        30         38
        31         39
        32         40
        33         41
        34         42
        35         43
        36         44
        37         49
        38         48
        39         47
        40         46
        41         45
        42         50
        43         54
        44         53
        45         52
        46         51
