         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         18
        12         19
        13         47
        14         20
        15         21
        16         22
        17         23
        18         43
        19         24
        20         25
        21         26
        22         27
        23         28
        24         29
        25         30
        26         31
        27         32
        28         33
        29         34
        30         35
        31         36
        32         37
        33         38
        34         39
        35         40
        36         41
        37         42
        38         45
        39         46
        42         50
        43         51
        44         52
