         1          2
         2          3
         3          4
         4          5
         5          6
         6          7
         7          8
         8          9
         9         10
        10         11
        11         12
        12         13
        13         14
        14         15
        15         16
        16         17
        17         18
        18         19
        19         20
        20         21
        21         22
        22         23
        23         24
        24         25
        25         26
        26         27
        27         28
        28         29
        29         30
        30         31
        31         32
        32         36
        33         37
        34         38
        35         39
        36         42
        37         43
        38         44
        39         45
        40         46
        41         47
        42         48
        43         49
        44         50
        45         51
        46         52
        47         53
        48         54
        49         55
        50         56
        51         57
        52         58
        53         59
        54         60
