         1          7
         2          1
         3          2
         4          3
         5          4
         6          9
         7          5
         8         12
         9         10
        10          8
        11          6
        12         11
        13         13
        14         14
        15         15
        16         16
        17         17
        18         18
        20         20
        21         22
        23         21
        27         24
        28         25
        29         26
        30         29
        31         27
        32         28
        34         36
        35         37
        36         38
        37         39
        38         40
        39         41
        40         42
        41         43
        42         44
        43         45
        44         46
        45         47
