         2         18
         3         28
         4         29
         5         15
         6         16
         7         17
         8         13
         9         12
        10         11
        11         10
        12          9
        13          8
        14          7
        15          6
        16          5
        17          4
        18          3
        19          2
        20          1
        21         30
        22         35
        23         34
        24         36
        25         33
        26         32
        28         31
        29         14
        35         44
        36         43
        37         42
        38         40
        39         41
        40         39
        41         38
        42         63
        43         62
        44         60
        45         45
