         1          6
         2          5
         3          9
         4          3
         5          4
         6          7
         7          1
         8          2
         9         10
        10         11
        11          8
        12         12
        13         13
        14         15
        15         14
        16         16
        17         17
        18         18
        20         20
        21         21
        23         25
        24         26
        26         27
        30         32
        31         33
        32         34
        33         35
        34         36
        35         37
        36         38
        37         39
        38         40
        39         41
        40         42
        41         43
