         1         37
         2          1
         3         38
         4          2
         5          3
         6          4
         7         41
         8         40
         9          5
        10          6
        11          7
        12         39
        13          8
        15         35
        16          9
        17         10
        18         11
        19         12
        20         13
        21         43
        22         14
        24         45
        25         15
        26         16
        27         17
        28         18
        32         36
        34         20
        35         21
        36         22
        37         23
        38         24
        39         25
        40         28
        41         29
        42         30
        43         31
        44         32
        45         33
        46         34
        47         26
        48         27
