         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8         16
         9          8
        10          9
        11         10
        12         11
        13         12
        14         13
        15         14
        16         17
        17         18
        20         32
        21         33
        22         34
        23         35
        24         36
        25         37
        26         38
        27         39
        28         40
        29         41
        30         42
        31         43
        32         44
        33         45
        34         46
        35         47
        36         48
        37         49
        38         50
        39         51
        40         52
        41         53
        42         54
        43         55
        44         56
        45         57
        46         58
