         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         11
        12         12
        13         13
        14         14
        15         15
        16         16
        17         26
        18         27
        19         28
        20         29
        21         30
        22         31
        23         32
        24         33
        25         34
        26         35
        27         36
        29         38
        31         49
        32         40
        33         19
        34         18
        35         17
        38         20
        41         41
        42         42
        47         21
