         1          2
         2          4
         3          5
         4          6
         5          9
         6         10
         7         11
         8         16
         9         17
        10         18
        11         19
        12         20
        13         22
        14         25
        16         13
        19         26
        24         34
        25         35
        26         36
        27         37
        28         38
        29         39
        30         47
        31         48
        32         40
        33         41
        34         42
        35         43
        36         44
        37         45
        38         46
        39         15
        40         32
        41          1
        42          3
        43         12
        44          8
        45          7
        46         33
        47         21
        48         14
        49         24
        50         23
