         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         35
        17         11
        18         12
        19         13
        20         14
        21         15
        22         16
        23         17
        24         23
        25         18
        26         19
        27         20
        28         24
        29         21
        30         22
        31         25
        32         26
        33         27
        34         28
        35         29
        41         32
        42         33
        43         34
