         1          2
         2          4
         3          5
         4          6
         5          9
         6         10
         7         11
         8         16
         9         17
        10         18
        11         19
        12         20
        13         22
        14         25
        16         13
        17         26
        19         34
        20         35
        21         36
        22         37
        23         38
        24         39
        25         47
        26         48
        27         40
        28         41
        29         42
        30         43
        31         44
        32         45
        33         46
        34         15
        35         32
        36          1
        37          3
        38         12
        39          8
        40          7
        41         33
        42         21
        43         14
        44         24
        45         23
        46         28
