         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        10         10
        11         11
        12         12
        13         13
        14         14
        15         15
        16         16
        17         17
        18         18
        19         19
        20         21
        21         22
        22         23
        23         24
        24         25
        27         37
        28         38
        29         39
        30         40
        31         41
        32         42
        33         43
        34         44
        35         45
        36         31
        37         32
        39         33
        41         34
        42         35
        45         20
        46         28
        47         29
        49         30
