         1          7
         2         12
         3          4
         4          3
         5         10
         6          5
         7          2
         8          1
         9          6
        10          8
        11          9
        12         11
        13         13
        14         17
        15         18
        16         14
        17         15
        18         16
        20         20
        21         21
        22         22
        23         23
        24         25
        25         24
        26         26
        27         29
        28         27
        29         28
        30         34
        31         30
        32         38
        33         39
        34         40
        35         41
        36         42
        37         43
        38         44
        39         45
        40         46
        41         47
        42         48
        43         49
