         1          1
         2          2
         3          3
         4          4
        10          5
        12          6
        13          7
        15          8
        16          9
        18         41
        19         10
        21         11
        22         12
        24         13
        25         14
        26         15
        27         16
        28         17
        29         18
        30         19
        31         20
        33         21
        34         22
        35         23
        36         24
        37         25
        38         26
        39         27
        42         30
        43         31
        44         32
