         1          1
         2          2
         3          3
         4          4
         5          8
         6          9
         7         10
         8         11
         9         12
        10         13
        11         14
        12         15
        13         16
        14         17
        15         18
        16         19
        17         20
        18         21
        19         22
        20         23
        21         24
        22         25
        23         26
        24         27
        25         28
        26         29
        27         30
        28         31
        29         32
        32         35
        33         36
        34         37
        38          5
        39          7
