         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8         16
         9          8
        10          9
        11         10
        12         11
        13         12
        14         13
        15         14
        16         17
        17         18
        20         27
        21         28
        22         29
        23         30
        24         31
        25         32
        26         33
        27         34
        28         35
        29         36
        30         37
        31         38
        32         39
        33         40
        34         41
        35         42
        36         43
        37         48
        38         47
        39         46
        40         45
        41         44
        42         49
        43         53
        44         52
        45         51
        46         50
