         1          1
         2          2
         3          3
         4          4
         5         10
         6         12
         7         13
         8         15
         9         16
        10         19
        11         21
        12         22
        13         24
        14         25
        15         26
        16         27
        17         28
        18         29
        19         30
        20         31
        21         33
        22         34
        23         35
        24         36
        25         37
        26         38
        27         39
        30         42
        31         43
        32         44
        41         18
