         1          9
         2          4
         3         10
         4          2
         5          3
         6          5
         7          7
         8          1
         9          8
        10          6
        11         12
        12         11
        13         13
        14         15
        15         14
        16         16
        17         17
        18         18
        20         20
        21         21
        22         22
        23         23
        24         24
        25         25
        26         26
        27         27
        28         28
        30         36
        31         37
        32         38
        33         39
        34         40
        35         41
        36         42
        37         43
        38         44
        39         45
        40         46
        41         47
