         1          2
         2          4
         3          5
         4          6
         5          9
         6         10
         7         11
         8         13
         9         16
        10         17
        11         18
        12         19
        13         20
        14         22
        15         25
        16         26
        17         27
        18         28
        20         34
        21         35
        22         36
        23         37
        24         38
        25         47
        26         48
        27         40
        28         41
        29         42
        30         43
        31         44
        32         45
        33         46
        34         39
        41         15
        42         32
        43          1
        44          3
        45         12
        46          8
        47          7
        48         33
        49         21
        50         14
        51         24
        52         23
