         1          1
         2          2
         3          3
         4          4
         5          8
         6          9
         7         10
         8         11
         9         12
        10         14
        11         15
        12         16
        13         17
        14         18
        15         19
        16         20
        17         21
        18         22
        19         23
        20         24
        21         26
        22         27
        23         28
        24         29
        25         30
        26         31
        27         32
        30         35
        31         36
        32         37
        36          5
        37          7
        41         13
