         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9         21
        11         11
        12         12
        13         13
        14         14
        15         15
        16         16
        17         17
        18         20
        19         19
        20         18
        21          9
        22         10
        23         22
        24         24
        25         23
        26         25
        27         26
        28         27
        29         28
        32         31
        33         32
        34         33
        35         34
        36         35
        37         36
        38         37
        39         38
        40         39
        41         40
        42         41
