         1          1
         2          2
         3          3
         4          4
         5          5
         6          6
         7          7
         8          8
         9          9
        11         11
        12         12
        13         14
        14         15
        15         16
        16         17
        17         19
        18         20
        19         21
        20         22
        21         23
        22         24
        23         25
        24         26
        25         27
        26         28
        27         29
        28         30
        29         31
        30         32
        31         33
        32         34
        33         35
        34         36
        35         37
        36         18
        38         38
        39         39
        40         13
        43         42
        44         43
        45         44
